Index,datetime,holiday,workingday,atemp,humidity,casual,registered,total,isweekend,windspeed_0_10,windspeed_11_20,windspeed_21_30,windspeed_31_45,season_1,season_2,season_3,season_4,weather_1,weather_2,weather_3,weather_4,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,hour_reg_0_6,hour_reg_10_15,hour_reg_16_20,hour_reg_21_23,hour_reg_7_9,hour_cas_0_8,hour_cas_21_23,hour_cas_9_20
10,2011-01-01 10:00:00,0,0,-0.473309954598,0.736929004803,12,24,36,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
11,2011-01-01 11:00:00,0,0,-0.832062475698,1.00038477431,26,30,56,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12,2011-01-01 12:00:00,0,0,-0.293933694048,0.789620158705,29,55,84,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13,2011-01-01 13:00:00,0,0,-0.114557433498,0.526164389197,47,47,94,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
14,2011-01-01 14:00:00,0,0,-0.114557433498,0.526164389197,35,71,106,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
15,2011-01-01 15:00:00,0,0,-0.203949563343,0.789620158705,40,70,110,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16,2011-01-01 16:00:00,0,0,-0.293933694048,1.05307592821,41,52,93,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17,2011-01-01 17:00:00,0,0,-0.203949563343,1.05307592821,15,52,67,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
18,2011-01-01 18:00:00,0,0,-0.293933694048,1.36922285162,9,26,35,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
19,2011-01-01 19:00:00,0,0,-0.293933694048,1.36922285162,6,31,37,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20,2011-01-01 20:00:00,0,0,-0.383325823893,1.31653169772,11,25,36,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21,2011-01-01 21:00:00,0,0,-0.383325823893,1.31653169772,3,31,34,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
22,2011-01-01 22:00:00,0,0,-0.383325823893,1.68536977503,11,17,28,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
23,2011-01-01 23:00:00,0,0,-0.114557433498,1.36922285162,15,24,39,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
24,2011-01-02 00:00:00,0,0,-0.114557433498,1.36922285162,4,13,17,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
25,2011-01-02 01:00:00,0,0,-0.203949563343,1.68536977503,1,16,17,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
26,2011-01-02 02:00:00,0,0,-0.293933694048,2.00151669844,1,8,9,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
27,2011-01-02 03:00:00,0,0,-0.114557433498,1.68536977503,2,4,6,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
28,2011-01-02 04:00:00,0,0,-0.114557433498,1.68536977503,2,1,3,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
29,2011-01-02 06:00:00,0,0,-0.293933694048,0.789620158705,0,2,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
30,2011-01-02 07:00:00,0,0,-0.383325823893,0.736929004803,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
31,2011-01-02 08:00:00,0,0,-0.383325823893,0.473473235295,0,8,8,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32,2011-01-02 09:00:00,0,0,-0.473309954598,0.736929004803,1,19,20,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
33,2011-01-02 10:00:00,0,0,-0.742078344993,1.00038477431,7,46,53,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
34,2011-01-02 11:00:00,0,0,-0.832062475698,0.473473235295,16,54,70,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
35,2011-01-02 12:00:00,0,0,-0.832062475698,0.210017465787,20,73,93,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
36,2011-01-02 13:00:00,0,0,-0.742078344993,0.210017465787,11,64,75,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37,2011-01-02 14:00:00,0,0,-0.742078344993,0.736929004803,4,55,59,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
38,2011-01-02 15:00:00,0,0,-0.832062475698,1.00038477431,19,55,74,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
39,2011-01-02 16:00:00,0,0,-0.832062475698,0.473473235295,9,67,76,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
40,2011-01-02 17:00:00,0,0,-0.832062475698,-0.264202919327,7,58,65,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
41,2011-01-02 18:00:00,0,0,-0.832062475698,-0.843805612245,10,43,53,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
42,2011-01-02 19:00:00,0,0,-1.10083086609,-1.05457022785,1,29,30,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
43,2011-01-02 20:00:00,0,0,-1.1908149968,-1.21264368956,5,17,22,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
44,2011-01-02 21:00:00,0,0,-1.45958338719,-0.949187920048,11,20,31,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
45,2011-01-02 22:00:00,0,0,-1.5495675179,-0.949187920048,0,9,9,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
46,2011-01-02 23:00:00,0,0,-1.45958338719,-0.791114458343,0,8,8,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
47,2011-01-03 00:00:00,0,1,-1.63895964774,-0.949187920048,0,5,5,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
48,2011-01-03 01:00:00,0,1,-1.81833590829,-0.949187920048,0,2,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
49,2011-01-03 04:00:00,0,1,-1.99771216884,-0.791114458343,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
50,2011-01-03 05:00:00,0,1,-1.99771216884,-0.791114458343,0,3,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
51,2011-01-03 06:00:00,0,1,-2.17708842939,-0.633040996638,0,30,30,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
52,2011-01-03 07:00:00,0,1,-1.99771216884,-0.633040996638,1,63,64,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
53,2011-01-03 08:00:00,0,1,-2.08769629955,-0.633040996638,1,153,154,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
54,2011-01-03 09:00:00,0,1,-1.99771216884,-1.00187907395,7,81,88,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
55,2011-01-03 10:00:00,0,1,-1.81833590829,-1.00187907395,11,33,44,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
56,2011-01-03 11:00:00,0,1,-1.72894377845,-1.15995253565,10,41,51,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
57,2011-01-03 12:00:00,0,1,-1.5495675179,-1.42340830516,13,48,61,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
58,2011-01-03 13:00:00,0,1,-1.5495675179,-1.42340830516,8,53,61,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
59,2011-01-03 14:00:00,0,1,-1.37019125735,-1.68686407467,11,66,77,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
60,2011-01-03 15:00:00,0,1,-1.37019125735,-1.68686407467,14,58,72,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
61,2011-01-03 16:00:00,0,1,-1.37019125735,-1.68686407467,9,67,76,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
62,2011-01-03 17:00:00,0,1,-1.45958338719,-1.68686407467,11,146,157,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
63,2011-01-03 18:00:00,0,1,-1.28020712664,-1.58148176687,9,148,157,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
64,2011-01-03 19:00:00,0,1,-1.28020712664,-0.791114458343,8,102,110,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
65,2011-01-03 20:00:00,0,1,-1.45958338719,-0.791114458343,3,49,52,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
66,2011-01-03 21:00:00,0,1,-1.63895964774,0.104635157984,3,49,52,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
67,2011-01-03 22:00:00,0,1,-1.908320039,0.368090927492,0,20,20,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
68,2011-01-03 23:00:00,0,1,-1.5495675179,-0.36958522713,1,11,12,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
69,2011-01-04 00:00:00,0,1,-1.72894377845,-0.36958522713,0,5,5,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
70,2011-01-04 01:00:00,0,1,-1.72894377845,-0.158820611524,0,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
71,2011-01-04 02:00:00,0,1,-1.908320039,0.0519440040826,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
72,2011-01-04 04:00:00,0,1,-1.72894377845,0.0519440040826,0,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
73,2011-01-04 05:00:00,0,1,-1.908320039,0.315399773591,0,4,4,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
74,2011-01-04 06:00:00,0,1,-1.908320039,0.631546697,0,36,36,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
75,2011-01-04 07:00:00,0,1,-1.908320039,0.631546697,2,92,94,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
76,2011-01-04 08:00:00,0,1,-1.908320039,0.368090927492,2,177,179,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
77,2011-01-04 09:00:00,0,1,-1.908320039,0.104635157984,2,98,100,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
78,2011-01-04 10:00:00,0,1,-1.99771216884,0.368090927492,5,37,42,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
79,2011-01-04 11:00:00,0,1,-1.5495675179,-0.580349842737,7,50,57,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
80,2011-01-04 12:00:00,0,1,-1.45958338719,-0.580349842737,12,66,78,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
81,2011-01-04 13:00:00,0,1,-1.45958338719,-0.316894073229,18,79,97,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
82,2011-01-04 14:00:00,0,1,-1.28020712664,-0.527658688835,9,54,63,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
83,2011-01-04 15:00:00,0,1,-1.1908149968,-0.527658688835,17,48,65,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
84,2011-01-04 16:00:00,0,1,-1.10083086609,-0.68573215054,15,68,83,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
85,2011-01-04 17:00:00,0,1,-1.1908149968,-0.738423304441,10,202,212,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
86,2011-01-04 18:00:00,0,1,-1.28020712664,-0.738423304441,3,179,182,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
87,2011-01-04 19:00:00,0,1,-1.28020712664,-0.738423304441,2,110,112,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
88,2011-01-04 20:00:00,0,1,-1.28020712664,-0.738423304441,1,53,54,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
89,2011-01-04 21:00:00,0,1,-1.1908149968,0.104635157984,0,48,48,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
90,2011-01-04 22:00:00,0,1,-1.28020712664,0.104635157984,1,34,35,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
91,2011-01-04 23:00:00,0,1,-1.45958338719,0.368090927492,2,9,11,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
92,2011-01-05 00:00:00,0,1,-1.28020712664,0.104635157984,0,6,6,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
93,2011-01-05 01:00:00,0,1,-1.63895964774,0.631546697,0,6,6,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
94,2011-01-05 02:00:00,0,1,-1.63895964774,0.631546697,0,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
95,2011-01-05 04:00:00,0,1,-1.45958338719,-0.738423304441,0,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
96,2011-01-05 05:00:00,0,1,-1.45958338719,-0.791114458343,0,3,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
97,2011-01-05 06:00:00,0,1,-1.63895964774,-0.791114458343,0,33,33,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
98,2011-01-05 07:00:00,0,1,-1.72894377845,-1.00187907395,1,87,88,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
99,2011-01-05 08:00:00,0,1,-1.72894377845,-1.15995253565,3,192,195,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
100,2011-01-05 09:00:00,0,1,-1.63895964774,-1.31802599736,6,109,115,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
101,2011-01-05 10:00:00,0,1,-1.63895964774,-1.31802599736,4,53,57,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
102,2011-01-05 11:00:00,0,1,-1.45958338719,-1.52879061297,12,34,46,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,2011-01-05 12:00:00,0,1,-1.45958338719,-1.52879061297,5,74,79,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
104,2011-01-05 13:00:00,0,1,-1.28020712664,-1.68686407467,6,65,71,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
105,2011-01-05 14:00:00,0,1,-1.10083086609,-1.79224638247,10,52,62,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
106,2011-01-05 15:00:00,0,1,-1.10083086609,-1.79224638247,7,55,62,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
107,2011-01-05 16:00:00,0,1,-0.921454605543,-1.79224638247,4,85,89,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
108,2011-01-05 17:00:00,0,1,-1.45958338719,-1.26533484346,4,186,190,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
109,2011-01-05 18:00:00,0,1,-1.37019125735,-1.26533484346,3,166,169,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
110,2011-01-05 19:00:00,0,1,-1.28020712664,-1.26533484346,5,127,132,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
111,2011-01-05 20:00:00,0,1,-1.45958338719,-0.791114458343,7,82,89,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
112,2011-01-05 21:00:00,0,1,-1.63895964774,-0.580349842737,3,40,43,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
113,2011-01-05 22:00:00,0,1,-1.63895964774,-0.36958522713,1,41,42,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
114,2011-01-05 23:00:00,0,1,-1.28020712664,-0.791114458343,1,18,19,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
115,2011-01-06 00:00:00,0,1,-1.37019125735,-0.36958522713,0,11,11,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
116,2011-01-06 01:00:00,0,1,-1.45958338719,0.104635157984,0,4,4,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
117,2011-01-06 02:00:00,0,1,-1.45958338719,0.104635157984,0,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
118,2011-01-06 04:00:00,0,1,-1.63895964774,0.104635157984,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
119,2011-01-06 05:00:00,0,1,-1.72894377845,0.368090927492,0,4,4,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
120,2011-01-06 06:00:00,0,1,-1.81833590829,0.0519440040826,0,36,36,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
121,2011-01-06 07:00:00,0,1,-1.45958338719,-0.158820611524,0,95,95,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
122,2011-01-06 08:00:00,0,1,-1.45958338719,-0.158820611524,3,216,219,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
123,2011-01-06 09:00:00,0,1,-1.37019125735,-0.580349842737,6,116,122,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
124,2011-01-06 10:00:00,0,1,-1.28020712664,-0.791114458343,3,42,45,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
125,2011-01-06 11:00:00,0,1,-1.28020712664,-0.949187920048,2,57,59,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
126,2011-01-06 12:00:00,0,1,-1.10083086609,-1.42340830516,6,78,84,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
